0_names,0_scores,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals_adj,3_logfoldchanges,4_names,4_scores,4_pvals_adj,4_logfoldchanges,5_names,5_scores,5_pvals_adj,5_logfoldchanges,6_names,6_scores,6_pvals_adj,6_logfoldchanges,7_names,7_scores,7_pvals_adj,7_logfoldchanges
LINC00094,-0.19696496,0.9999003804629129,,RALGAPB,-0.25406948,0.9996937181110113,,SLC27A5,-0.27904078,0.9996617578253437,,RP11-582J16.5,-0.11173083,0.9998338017940898,1.583061,RP11-175O19.4,-0.051833887,0.9999189069433965,1.0002719,FAM212B,-0.101701386,1.0,1.7848498,DSE,-0.1289127,1.0,,RP11-793H13.3,-0.025950268,0.9992640708997754,1.0363555
ORC3,-0.19734496,0.9999003804629129,,MRRF,-0.25413316,0.9996937181110113,,TP53RK,-0.27926263,0.9996617578253437,,FLT3,-0.11173083,0.9998338017940898,1.5523059,KCTD21-AS1,-0.051833887,0.9999189069433965,1.0017263,FMNL2,-0.101701386,1.0,1.7985674,TFE3,-0.12903495,1.0,,RP11-391M1.4,-0.025950268,0.9992640708997754,1.0447727
VPS39,-0.19780095,0.9999003804629129,,CCNT2,-0.25457907,0.9996937181110113,,PRKCDBP,-0.28063065,0.9996617578253437,,7SK-2,-0.11173083,0.9998338017940898,1.5572906,RNASE1,-0.051833887,0.9999189069433965,1.0034735,HIC2,-0.101701386,1.0,1.8056253,LPCAT4,-0.12909608,1.0,,AP003068.23,-0.025950268,0.9992640708997754,1.0677459
SMAD2,-0.19787695,0.9999003804629129,,TERF2,-0.25470647,0.9996937181110113,,AC016586.1,-0.28063065,0.9996617578253437,,TTC28,-0.11173083,0.9998338017940898,1.5659963,SVOPL,-0.051833887,0.9999189069433965,1.0049075,ZNF41,-0.101701386,1.0,1.7929467,PBX4,-0.1291572,1.0,,ARHGAP19,-0.025950268,0.9992640708997754,1.0626963
ABCD1,-0.19828227,0.9999003804629129,,LEAP2,-0.25518423,0.9996937181110113,,GPR68,-0.28063065,0.9996617578253437,,ZNF165,-0.11173083,0.9998338017940898,1.5355729,FITM1,-0.051833887,0.9999189069433965,0.9993988,ZNF616,-0.101701386,1.0,1.7158071,STX8,-0.12921833,1.0,,RP11-275I4.1,-0.025950268,0.9992640708997754,1.0359848
IARS2,-0.19833295,0.9999003804629129,,MAK16,-0.25540718,0.9996937181110113,,SYNJ1,-0.28063065,0.9996617578253437,,SLC37A2,-0.11173083,0.9998338017940898,1.56894,ZNF304,-0.051833887,0.9999189069433965,0.99867934,IGSF22,-0.101701386,1.0,1.7738035,STK38L,-0.12958509,1.0,,ZNRF2,-0.025950268,0.9992640708997754,1.0449255
LENG9,-0.19843428,0.9999003804629129,,TAPBPL,-0.25547087,0.9996937181110113,,CDKN3,-0.28063065,0.9996617578253437,5.9629126,HMGN3-AS1,-0.11173083,0.9998338017940898,1.5540379,RP3-465N24.6,-0.051833887,0.9999189069433965,0.9985634,GCSH,-0.101701386,1.0,1.7588952,DTD2,-0.12964621,1.0,,RP11-869B15.1,-0.025950268,0.9992640708997754,1.0376682
C19orf68,-0.19843428,0.9999003804629129,,FAM115A,-0.25559828,0.9996937181110113,,SLC9A6,-0.28063065,0.9996617578253437,,RP11-131L23.1,-0.11173083,0.9998338017940898,1.5394157,HRK,-0.051833887,0.9999189069433965,1.0023276,FZD6,-0.101701386,1.0,1.8125764,PSMB5,-0.12976846,1.0,,FKBP14,-0.025950268,0.9992640708997754,1.0458499
XYLT1,-0.19876361,0.9999003804629129,,EMC9,-0.25559828,0.9996937181110113,,SETMAR,-0.28063065,0.9996617578253437,,C1orf233,-0.11173083,0.9998338017940898,1.581098,RNFT2,-0.051833887,0.9999189069433965,1.0367669,KLF5,-0.101701386,1.0,1.7748082,ENDOG,-0.12976846,1.0,,CTC-428G20.6,-0.025950268,0.9992640708997754,1.0762109
ATRN,-0.19919427,0.9999003804629129,,RNF121,-0.255662,0.9996937181110113,,AC018816.3,-0.28063065,0.9996617578253437,,CCDC157,-0.11173083,0.9998338017940898,1.5608348,CYB5RL,-0.051833887,0.9999189069433965,1.0081758,SEC24B-AS1,-0.101701386,1.0,1.7968758,METTL14,-0.13013521,1.0,,RNF219-AS1,-0.025950268,0.9992640708997754,1.0390561
ALDH5A1,-0.19942227,0.9999003804629129,,APOBEC3F,-0.25572568,0.9996937181110113,,SERPINF1,-0.28063065,0.9996617578253437,,RP11-875O11.1,-0.11173083,0.9998338017940898,1.5387633,RP11-73O6.3,-0.051833887,0.9999189069433965,1.0313169,QSER1,-0.101701386,1.0,1.7822902,SEC23IP,-0.13019633,1.0,,AP000769.7,-0.025950268,0.9992640708997754,1.0550015
RAB27B,-0.19942227,0.9999003804629129,,PCCB,-0.2558531,0.9996937181110113,,FLJ00104,-0.28063065,0.9996617578253437,,C1orf172,-0.11173083,0.9998338017940898,1.5340623,RP11-677M14.2,-0.051833887,0.9999189069433965,1.0050862,LMOD3,-0.101701386,1.0,1.7954421,MTMR10,-0.13025746,1.0,,CKAP4,-0.0266243,0.9992640708997754,
RPPH1,-0.19949827,0.9999003804629129,,WDR60,-0.2559805,0.9996937181110113,,VWA5A,-0.28063065,0.9996617578253437,,RP11-1008C21.1,-0.11173083,0.9998338017940898,1.557282,PNMA3,-0.051833887,0.9999189069433965,0.9981825,CTLA4,-0.101701386,1.0,1.7554765,U2SURP,-0.13025746,1.0,,NLRC5,-0.027298333,0.9992640708997754,
CCDC61,-0.1995236,0.9999003804629129,,TDP1,-0.2559805,0.9996937181110113,,TMEM65,-0.28063065,0.9996617578253437,,ANPEP,-0.11173083,0.9998338017940898,1.5630163,CYSLTR2,-0.051833887,0.9999189069433965,1.0093466,GPR174,-0.101701386,1.0,1.7823282,RP11-545E17.3,-0.13050196,1.0,,TNRC6B,-0.027972367,0.9992640708997754,
NQO1,-0.19954893,0.9999003804629129,,COBLL1,-0.2561079,0.9996937181110113,,ZBTB45,-0.28063065,0.9996617578253437,,MRVI1-AS1,-0.11173083,0.9998338017940898,1.5830797,RP4-635E18.8,-0.051833887,0.9999189069433965,1.0111767,SSPN,-0.101701386,1.0,1.784483,DAGLB,-0.13050196,1.0,,RRM1,-0.027972367,0.9992640708997754,
PUS10,-0.19980226,0.9999003804629129,,IMPACT,-0.2561079,0.9996937181110113,,LY6G5C,-0.28063065,0.9996617578253437,,FAM114A1,-0.11173083,0.9998338017940898,1.550464,RP11-713M15.2,-0.051833887,0.9999189069433965,0.9994652,ZNF649,-0.101701386,1.0,1.7779237,ELK1,-0.13056308,1.0,,ELK3,-0.028197045,0.9992640708997754,
DNAJC10,-0.19985293,0.9999003804629129,,FASTKD1,-0.2561079,0.9996937181110113,,ASB13,-0.28063065,0.9996617578253437,,MEF2BNB-MEF2B,-0.11173083,0.9998338017940898,1.5409203,RP11-732M18.3,-0.051833887,0.9999189069433965,1.0107237,VDR,-0.101701386,1.0,1.8294337,ACTA2,-0.1306242,1.0,,CTD-2037K23.2,-0.028421722,0.9992640708997754,
UBR1,-0.19990359,0.9999003804629129,,CHEK2,-0.25617158,0.9996937181110113,,TRIM68,-0.28063065,0.9996617578253437,,RP11-348F1.2,-0.11173083,0.9998338017940898,1.5418364,WDHD1,-0.051833887,0.9999189069433965,1.0170915,RP11-517P14.2,-0.101701386,1.0,1.7859523,NAPEPLD,-0.13074645,1.0,,PDCL,-0.028421722,0.9992640708997754,
VPS9D1,-0.20000494,0.9999003804629129,,AC113189.5,-0.25620344,0.9996937181110113,,TECPR2,-0.28063065,0.9996617578253437,,TVP23C,-0.11173083,0.9998338017940898,1.5472946,RP11-890B15.3,-0.051833887,0.9999189069433965,1.0102876,RP11-313P13.5,-0.101701386,1.0,1.8078496,CLP1,-0.13074645,1.0,,PPP5C,-0.028421722,0.9992640708997754,
SNX12,-0.20015693,0.9999003804629129,,MYL9,-0.256299,0.9996937181110113,,RP11-467D6.1,-0.28063065,0.9996617578253437,,CCND1,-0.11173083,0.9998338017940898,1.5718225,IGSF9B,-0.051833887,0.9999189069433965,0.9995645,DVL3,-0.101701386,1.0,1.7815689,LCN8,-0.1308687,1.0,,CA5B,-0.028646398,0.9992640708997754,
FANCF,-0.20030893,0.9999003804629129,,ZNF141,-0.25636268,0.9996937181110113,,FAM153B,-0.28063065,0.9996617578253437,,FAM3B,-0.11173083,0.9998338017940898,1.5906355,RP11-359B12.2,-0.051833887,0.9999189069433965,1.0135775,CPNE7,-0.101701386,1.0,1.7839891,CDK9,-0.13092983,1.0,,ATXN1,-0.028646398,0.9992640708997754,
UBE2T,-0.2003596,0.9999003804629129,,CCDC101,-0.25636268,0.9996937181110113,,RP11-218M22.1,-0.28063065,0.9996617578253437,,RP11-309G3.3,-0.11173083,0.9998338017940898,1.5489639,C1orf200,-0.051833887,0.9999189069433965,1.0141108,OSBPL1A,-0.101701386,1.0,1.7885959,TMEM131,-0.13123545,1.0,,TCF7L2,-0.028646398,0.9992640708997754,
KIAA1432,-0.20061293,0.9999003804629129,,ZCCHC17,-0.2566812,0.9996937181110113,,XPO5,-0.28063065,0.9996617578253437,,OSGIN1,-0.11173083,0.9998338017940898,1.5567452,MTMR8,-0.051833887,0.9999189069433965,1.0286906,TNFSF4,-0.101701386,1.0,1.802834,MAPRE2,-0.13123545,1.0,,ERICH1,-0.028646398,0.9992640708997754,
TXLNA,-0.20076492,0.9999003804629129,,RP11-70P17.1,-0.2566812,0.9996937181110113,,MINA,-0.28066763,0.9996617578253437,,AC025335.1,-0.11173083,0.9998338017940898,1.569503,HLCS,-0.051833887,0.9999189069433965,1.0115483,RP11-70C1.1,-0.101701386,1.0,1.8217221,SNAPC1,-0.1313577,1.0,,RNF168,-0.028646398,0.9992640708997754,
DLD,-0.20081559,0.9999003804629129,,GFOD2,-0.25671303,0.9996937181110113,,DYNC1LI1,-0.28162894,0.9996617578253437,,ZNF667,-0.11173083,0.9998338017940898,1.535771,DLG3,-0.051833887,0.9999189069433965,1.0018163,MAN1A1,-0.101701386,1.0,1.8354697,CCDC34,-0.1313577,1.0,,ATP6V0E2,-0.028871076,0.9992640708997754,
MRPL32,-0.20091692,0.9999003804629129,,SLC4A1AP,-0.25728634,0.9996937181110113,,ANK3,-0.28188777,0.9996617578253437,,RGL1,-0.11173083,0.9998338017940898,1.53281,RP3-508I15.22,-0.051833887,0.9999189069433965,1.0073897,EVI5L,-0.101701386,1.0,1.7821913,PCID2,-0.1313577,1.0,,RAB3GAP1,-0.02954511,0.9992640708997754,
ATP5F1,-0.20099293,0.9999003804629129,,ATP8A1,-0.25760484,0.9996937181110113,,GADD45G,-0.28192472,0.9996617578253437,,CACFD1,-0.11173083,0.9998338017940898,1.5545127,POU5F1B,-0.051833887,0.9999189069433965,0.9978526,SRGAP3,-0.101701386,1.0,1.7955538,SMC1A,-0.13147996,1.0,,HIST1H3A,-0.029657448,0.9992640708997754,1.1501763
THOC2,-0.20117025,0.9999003804629129,,ANKRD49,-0.2578915,0.9996937181110113,,TTN-AS1,-0.2819617,0.9996617578253437,,SMOX,-0.11173083,0.9998338017940898,1.5717703,MORF4L2-AS1,-0.051833887,0.9999189069433965,1.0090674,LIN54,-0.101701386,1.0,1.8175563,NME4,-0.13160221,1.0,,RPS10P7,-0.029657448,0.9992640708997754,1.1625234
FBXO7,-0.20132226,0.9999003804629129,,TRAK2,-0.25814632,0.9996937181110113,,NECAB3,-0.2819987,0.9996617578253437,,DYSF,-0.11173083,0.9998338017940898,1.55934,FSCN1,-0.051833887,0.9999189069433965,1.0584314,NFIA,-0.101701386,1.0,1.7882597,SNX27,-0.13166334,1.0,,RP4-610C12.3,-0.029657448,0.9992640708997754,1.1581384
PYGB,-0.20157558,0.9999003804629129,,RP11-427H3.3,-0.2582737,0.9996937181110113,,ABCC10,-0.2819987,0.9996617578253437,,RP11-84C10.2,-0.11173083,0.9998338017940898,1.5530322,OCM,-0.051833887,0.9999189069433965,0.99942744,CCT6B,-0.101701386,1.0,1.7999684,MIF4GD,-0.13178559,1.0,,PRPF40B,-0.029657448,0.9992640708997754,1.1425344
BAZ1B,-0.20170225,0.9999003804629129,,TRRAP,-0.2584648,0.9996937181110113,,GSPT2,-0.28203565,0.9996617578253437,,ZNF286A,-0.11173083,0.9998338017940898,1.5517236,ZMYM6NB,-0.051833887,0.9999189069433965,1.0344142,RP3-400N23.6,-0.101701386,1.0,1.792344,NR2C2AP,-0.13178559,1.0,,ZNF461,-0.029657448,0.9992640708997754,1.1468022
C3orf58,-0.20172758,0.9999003804629129,,PRDM4,-0.2585285,0.9996937181110113,,GTPBP6,-0.28203565,0.9996617578253437,,ZNF135,-0.11173083,0.9998338017940898,1.544301,POLE2,-0.051833887,0.9999189069433965,1.0389441,ACVR1C,-0.101701386,1.0,1.7729003,SCARB2,-0.13190784,1.0,,RP11-367J11.3,-0.029657448,0.9992640708997754,1.1479592
CEPT1,-0.20177825,0.9999003804629129,,TBP,-0.2587833,0.9996937181110113,,MCTP1,-0.28203565,0.9996617578253437,,GPR34,-0.11173083,0.9998338017940898,1.5932649,RP11-509J21.2,-0.051833887,0.9999189069433965,0.99872583,PHLPP2,-0.101701386,1.0,1.8057581,EXOSC9,-0.13203008,1.0,,B3GNT5,-0.029657448,0.9992640708997754,1.1459817
CRELD2,-0.20187958,0.9999003804629129,,RP11-452F19.3,-0.25916553,0.9996937181110113,,HIP1,-0.28207263,0.9996617578253437,,SGCA,-0.11173083,0.9998338017940898,1.5771141,C12orf60,-0.051833887,0.9999189069433965,0.99940777,CEP128,-0.101701386,1.0,1.8591691,LMAN1,-0.13221346,1.0,,CENPF,-0.029657448,0.9992640708997754,1.1993908
GBA2,-0.20208225,0.9999003804629129,,FAM76B,-0.2592292,0.9996937181110113,,ULK4,-0.28207263,0.9996617578253437,,REPS2,-0.11173083,0.9998338017940898,1.5671227,CDK1,-0.051833887,0.9999189069433965,1.0464891,ZMYND15,-0.101701386,1.0,1.7980763,PTPN12,-0.13233571,1.0,,RP11-440L14.1,-0.029657448,0.9992640708997754,1.1514449
MARK2,-0.20218357,0.9999003804629129,,FXN,-0.25948402,0.9996937181110113,,C9orf66,-0.2821096,0.9996617578253437,,RP11-76E17.3,-0.11173083,0.9998338017940898,1.5619996,LINC00996,-0.051833887,0.9999189069433965,1.0102389,DKK3,-0.101701386,1.0,1.7359347,RASSF2,-0.13245796,1.0,,FAXDC2,-0.029657448,0.9992640708997754,1.1760814
DDX55,-0.2028929,0.9999003804629129,,AK9,-0.25957957,0.9996937181110113,,SETD7,-0.28218356,0.9996617578253437,,CAMKK1,-0.11173083,0.9998338017940898,1.552329,EFCAB4A,-0.051833887,0.9999189069433965,1.0510768,TRAPPC12-AS1,-0.101701386,1.0,1.817985,RALGPS2,-0.13270245,1.0,,TMCC3,-0.029657448,0.9992640708997754,1.1526424
EFHC1,-0.2031969,0.9999003804629129,,RPP14,-0.2598662,0.9996937181110113,,MED17,-0.28236842,0.9996617578253437,,RP13-516M14.1,-0.11173083,0.9998338017940898,1.575254,ZSCAN22,-0.051833887,0.9999189069433965,0.9984752,TRAF3IP2-AS1,-0.101701386,1.0,1.7883724,DNM2,-0.1328247,1.0,,STEAP4,-0.029657448,0.9992640708997754,1.1734004
COCH,-0.20332357,0.9999003804629129,7.0894737,LRRC45,-0.26002547,0.9996937181110113,,AGO4,-0.2825163,0.9996617578253437,,INSL3,-0.11173083,0.9998338017940898,1.5623347,FBXO10,-0.051833887,0.9999189069433965,1.0660653,MMP28,-0.101701386,1.0,1.7776539,NDUFC1,-0.13288583,1.0,,MARS2,-0.029657448,0.9992640708997754,1.1454222
SPATA6,-0.2034249,0.9999003804629129,,HN1L,-0.26028028,0.9996937181110113,,RPS6KC1,-0.28259027,0.9996617578253437,,FBLN2,-0.11173083,0.9998338017940898,1.5722854,ZNF772,-0.051833887,0.9999189069433965,1.001138,CCDC176,-0.101701386,1.0,1.7731696,AL139099.1,-0.13355821,1.0,2.9075541,LYNX1,-0.029657448,0.9992640708997754,1.1579254
ORC6,-0.2034249,0.9999003804629129,11.537699,WRAP73,-0.26069432,0.9996937181110113,,GALC,-0.28273815,0.9996617578253437,,MCF2L,-0.11173083,0.9998338017940898,1.5570551,SOBP,-0.051833887,0.9999189069433965,1.007092,ZNRF1,-0.101701386,1.0,1.7958457,STARD10,-0.13355821,1.0,2.9664009,PRSS36,-0.029657448,0.9992640708997754,1.1484962
CENPP,-0.20352623,0.9999003804629129,,USP38,-0.26098096,0.9996937181110113,,ZNF398,-0.28273815,0.9996617578253437,,C19orf33,-0.11173083,0.9998338017940898,1.6282189,RP11-486G15.2,-0.051833887,0.9999189069433965,1.006314,RP11-6J24.6,-0.101701386,1.0,1.8035923,TMOD2,-0.13355821,1.0,3.035505,BCAT1,-0.029657448,0.9992640708997754,1.1807687
RP11-514O12.4,-0.20352623,0.9999003804629129,,CTC-301O7.4,-0.26098096,0.9996937181110113,,RFC5,-0.28284907,0.9996617578253437,,ZNF490,-0.11173083,0.9998338017940898,1.5472294,SGCE,-0.051833887,0.9999189069433965,0.9986184,TBCEL,-0.101701386,1.0,1.8052094,MIR181A1HG,-0.13355821,1.0,2.8928638,CDK20,-0.029657448,0.9992640708997754,1.1540911
TIMELESS,-0.20352623,0.9999003804629129,,NARF,-0.26133132,0.9996937181110113,,ARSA,-0.28288606,0.9996617578253437,,IGF2BP2,-0.11173083,0.9998338017940898,1.5637031,RP11-72M17.1,-0.051833887,0.9999189069433965,1.0044477,ANKRD22,-0.101701386,1.0,1.8510636,CTD-2231E14.8,-0.13355821,1.0,2.7254424,IRS1,-0.029657448,0.9992640708997754,1.145764
RP11-1407O15.2,-0.20352623,0.9999003804629129,,LHPP,-0.26139504,0.9996937181110113,,RP11-468E2.5,-0.28296,0.9996617578253437,,LRRC48,-0.11173083,0.9998338017940898,1.537101,AP001046.5,-0.051833887,0.9999189069433965,1.0098795,ADCK1,-0.101701386,1.0,1.8242154,PTCD2,-0.13355821,1.0,3.0432622,AL354822.1,-0.029657448,0.9992640708997754,1.1811477
TMEM135,-0.20352623,0.9999003804629129,,GHDC,-0.26149058,0.9996937181110113,,FTCDNL1,-0.28296,0.9996617578253437,,GALR2,-0.11173083,0.9998338017940898,1.5414548,AKR1E2,-0.051833887,0.9999189069433965,1.01279,BRICD5,-0.101701386,1.0,1.8039509,TNS3,-0.13355821,1.0,2.8749242,C1orf198,-0.029657448,0.9992640708997754,1.1770439
COPG2,-0.20362757,0.9999003804629129,,DDX56,-0.26158613,0.9996937181110113,,ZNF516,-0.28296,0.9996617578253437,,ZNF354C,-0.11173083,0.9998338017940898,1.5442684,MMP14,-0.051833887,0.9999189069433965,1.0052357,ZNF74,-0.101701386,1.0,1.7818104,HMGA1P4,-0.13355821,1.0,2.8680227,GLB1L,-0.029657448,0.9992640708997754,1.1507889
TULP3,-0.20362757,0.9999003804629129,,CAAP1,-0.26168168,0.9996937181110113,,MEMO1,-0.28299698,0.9996617578253437,,ZNF417,-0.11173083,0.9998338017940898,1.5695888,LRRC20,-0.051833887,0.9999189069433965,1.0268457,NCKIPSD,-0.101701386,1.0,1.7950109,FAM149B1,-0.13355821,1.0,2.8564787,CTC-297N7.5,-0.029657448,0.9992640708997754,1.1596011
ZNF782,-0.2037289,0.9999003804629129,,ZNF18,-0.26209575,0.9996937181110113,,KIAA0232,-0.28314486,0.9996617578253437,,SCGB1C1,-0.11173083,0.9998338017940898,1.597732,ZMAT4,-0.051833887,0.9999189069433965,1.0051159,USP45,-0.101701386,1.0,1.8256854,GALNT3,-0.13355821,1.0,2.9206264,CTD-2366F13.1,-0.029657448,0.9992640708997754,1.1458875
ZNF408,-0.2037289,0.9999003804629129,,MSANTD4,-0.26209575,0.9996937181110113,,SGK3,-0.2833667,0.9996617578253437,,TCL1B,-0.11173083,0.9998338017940898,1.5627083,RP1-191J18.66,-0.051833887,0.9999189069433965,1.003994,RASL11A,-0.101701386,1.0,1.7955478,CTB-61M7.2,-0.13355821,1.0,3.0174625,RP11-1060J15.4,-0.029657448,0.9992640708997754,1.1484382
RP11-686O6.2,-0.2038049,0.9999003804629129,,RORC,-0.26209575,0.9996937181110113,,CCDC71,-0.2834037,0.9996617578253437,,MITF,-0.11173083,0.9998338017940898,1.544862,NME8,-0.051833887,0.9999189069433965,1.0068175,GAS6,-0.101701386,1.0,1.8157594,CASP5,-0.13355821,1.0,3.0392458,ABCD2,-0.029657448,0.9992640708997754,1.1487888
DCLRE1B,-0.2038049,0.9999003804629129,,BICD1,-0.26212758,0.9996937181110113,,MPHOSPH9,-0.28347763,0.9996617578253437,,HIST3H2A,-0.11173083,0.9998338017940898,1.5634518,MDK,-0.051833887,0.9999189069433965,1.0038229,RP11-425I13.3,-0.101701386,1.0,1.8012824,PRKCE,-0.13355821,1.0,2.92238,LINC00893,-0.029657448,0.9992640708997754,1.148476
CPD,-0.20398223,0.9999003804629129,,RP13-580F15.2,-0.26212758,0.9996937181110113,,STX3,-0.28355157,0.9996617578253437,,LPP-AS2,-0.11173083,0.9998338017940898,1.5610589,ZNF587B,-0.051833887,0.9999189069433965,1.0157835,INSR,-0.101701386,1.0,1.8068843,TAPT1,-0.13355821,1.0,2.9393234,HSD11B1,-0.029657448,0.9992640708997754,1.1446313
MFSD9,-0.20398223,0.9999003804629129,,SLC35D1,-0.26215944,0.9996937181110113,,B3GNT1,-0.2836255,0.9996617578253437,,RP11-355B11.2,-0.11173083,0.9998338017940898,1.54105,CELF2-AS1,-0.051833887,0.9999189069433965,1.0005847,FGD5-AS1,-0.10216649,1.0,,FOLR2,-0.13355821,1.0,3.0966644,A2M,-0.029657448,0.9992640708997754,1.1785773
ST7,-0.20405823,0.9999003804629129,,ANKAR,-0.26215944,0.9996937181110113,,AP4B1,-0.28369948,0.9996617578253437,,CPAMD8,-0.11173083,0.9998338017940898,1.55027,AC022182.1,-0.051833887,0.9999189069433965,1.0026394,RAB6A,-0.1023732,1.0,,HIST1H4E,-0.13355821,1.0,3.0289915,C5orf42,-0.029657448,0.9992640708997754,1.1738118
RP11-4F5.2,-0.2041089,0.9999003804629129,,NAA40,-0.26215944,0.9996937181110113,,GRPEL2,-0.28369948,0.9996617578253437,,UBAC2-AS1,-0.11173083,0.9998338017940898,1.551057,AP000476.1,-0.051833887,0.9999189069433965,1.0083745,KANSL3,-0.102631584,1.0,,CDHR3,-0.13355821,1.0,3.0202153,TONSL,-0.029657448,0.9992640708997754,1.1802837
PSMC6,-0.2042609,0.9999003804629129,,HIST1H3D,-0.2621913,0.9996937181110113,,HOXB-AS1,-0.28369948,0.9996617578253437,,RP11-176H8.1,-0.11173083,0.9998338017940898,1.5477641,AP001469.9,-0.051833887,0.9999189069433965,1.0293953,RNF185,-0.102631584,1.0,,CLPB,-0.13355821,1.0,2.9752564,MARC2,-0.029657448,0.9992640708997754,1.1297479
ALG3,-0.20446356,0.9999003804629129,,ZNF569,-0.2621913,0.9996937181110113,,RNF10,-0.28373644,0.9996617578253437,,ACVR2A,-0.11173083,0.9998338017940898,1.5766796,ARVCF,-0.051833887,0.9999189069433965,1.0289712,ANKHD1,-0.10268326,1.0,,SCLY,-0.13355821,1.0,2.919869,RNF212,-0.029657448,0.9992640708997754,1.1514577
DBT,-0.2046409,0.9999003804629129,,TRAPPC10,-0.2625098,0.9996937181110113,,EIF2B4,-0.2838104,0.9996617578253437,,RP5-1050D4.3,-0.11173083,0.9998338017940898,1.5400226,ARHGAP5-AS1,-0.051833887,0.9999189069433965,1.0052991,ENGASE,-0.10283829,1.0,,KCNK12,-0.13355821,1.0,2.9687555,C21orf58,-0.029657448,0.9992640708997754,1.1485704
DCAF17,-0.2046409,0.9999003804629129,,PYGB,-0.26254165,0.9996937181110113,,BCKDHA,-0.28388435,0.9996617578253437,,DEGS2,-0.11173083,0.9998338017940898,1.5407825,VSIG2,-0.051833887,0.9999189069433965,1.015778,KPNA6,-0.10294165,1.0,,TTN,-0.13355821,1.0,2.9916062,DNAAF1,-0.029657448,0.9992640708997754,1.1527989
PDLIM2,-0.20466623,0.9999003804629129,,BCL9,-0.26266903,0.9996937181110113,,ECI2,-0.2839583,0.9996617578253437,,NAP1L2,-0.11173083,0.9998338017940898,1.5467055,RP11-297B17.3,-0.051833887,0.9999189069433965,1.0145855,INTS5,-0.10294165,1.0,,RP11-430B1.2,-0.13355821,1.0,3.0448182,RP11-1114A5.4,-0.029657448,0.9992640708997754,1.1517746
ITM2C,-0.20481822,0.9999003804629129,,HIST1H4J,-0.26279643,0.9996937181110113,,ABL2,-0.28414315,0.9996617578253437,,GNG3,-0.11173083,0.9998338017940898,1.5462116,MFSD2A,-0.051833887,0.9999189069433965,1.0103047,MARCKSL1,-0.103045,1.0,,SYT17,-0.13355821,1.0,3.0375814,ZNF19,-0.029657448,0.9992640708997754,1.1469352
HMGCL,-0.20507155,0.9999003804629129,,RP11-146F11.1,-0.26279643,0.9996937181110113,,RP11-25K19.1,-0.28440198,0.9996617578253437,,RP11-474G23.2,-0.11173083,0.9998338017940898,1.5420488,RP11-390B4.5,-0.051833887,0.9999189069433965,1.0079675,DCUN1D5,-0.103045,1.0,,WDPCP,-0.13355821,1.0,3.023203,STX18-AS1,-0.029657448,0.9992640708997754,1.1676941
ZNF684,-0.20519821,0.9999003804629129,,TMEM65,-0.26286015,0.9996937181110113,,SREBF1,-0.28454986,0.9996617578253437,,GNAL,-0.11173083,0.9998338017940898,1.5475336,ZBTB39,-0.051833887,0.9999189069433965,1.0073459,NAPG,-0.10309668,1.0,,TAPT1-AS1,-0.13355821,1.0,3.037616,FKBP7,-0.029657448,0.9992640708997754,1.150132
WDR4,-0.20567955,0.9999003804629129,,KLF8,-0.26292384,0.9996937181110113,,TAF6L,-0.28488263,0.9996617578253437,,STARD8,-0.11173083,0.9998338017940898,1.5750155,TSPYL5,-0.051833887,0.9999189069433965,1.0055661,JPX,-0.103148356,1.0,,RAB2B,-0.13355821,1.0,2.8987768,ZNF283,-0.029657448,0.9992640708997754,1.1479667
UEVLD,-0.20573021,0.9999003804629129,,UBR3,-0.26298755,0.9996937181110113,,DHX38,-0.28491962,0.9996617578253437,,TMEM88,-0.11173083,0.9998338017940898,1.5647508,PTPLA,-0.051833887,0.9999189069433965,1.0098096,D2HGDH,-0.103148356,1.0,,SGCB,-0.13355821,1.0,2.609582,CDKN2B,-0.029657448,0.9992640708997754,1.1754012
FTSJ1,-0.20583154,0.9999003804629129,,RRAGC,-0.2630831,0.9996937181110113,,AGO2,-0.2850675,0.9996617578253437,,KATNB1,-0.11188176,0.9998338017940898,,RP11-305L7.1,-0.051833887,0.9999189069433965,0.9986033,MAP2K1,-0.10325171,1.0,,WASL,-0.13355821,1.0,3.0079339,PLCL1,-0.029657448,0.9992640708997754,1.162855
ZCCHC3,-0.20611021,0.9999003804629129,,ACOT13,-0.26343346,0.9996937181110113,,PIGA,-0.2852154,0.9996617578253437,,UBE2Z,-0.11210817,0.9998338017940898,,CCL27,-0.051833887,0.9999189069433965,1.0021007,HLA-G,-0.10335507,1.0,,ZNRD1-AS1,-0.13355821,1.0,3.0339231,SAMD12,-0.029657448,0.9992640708997754,1.1689087
ZNF699,-0.20638888,0.9999003804629129,,SRPRB,-0.26368824,0.9996937181110113,,MRE11A,-0.2852154,0.9996617578253437,,ZNF414,-0.11218364,0.9998338017940898,,DNAJB5,-0.051833887,0.9999189069433965,1.0064405,SLC2A1,-0.10345843,1.0,,HEATR5A,-0.13355821,1.0,2.8056784,KRT72,-0.029657448,0.9992640708997754,1.1452975
